Run,AGE,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Breed,Bytes,Center Name,Collection_date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,Instrument,Isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Strain,Tissue
SRR7208899,Not applicable,WGS,assembly,202,870777964,PRJNA323589,SAMN05930720,Model organism or animal,Not applicable,506226902,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",adult,Sandy Hook,SRX4117770,Illumina HiSeq 2500,SH-2,40.4687 N 74.0113 W,SH-2,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-2,male,SRP092392,Not applicable,caudal fin
SRR7208900,Not applicable,WGS,assembly,202,597979994,PRJNA323589,SAMN05930579,Model organism or animal,Not applicable,429981787,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,sra,fasta","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,King''s Creek,SRX4117769,Illumina HiSeq 2500,KC-41,37.3016 N 76.4226 W,KC-41,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-41,female,SRP092392,Not applicable,caudal fin
SRR7208901,Not applicable,WGS,assembly,202,1219849518,PRJNA323589,SAMN05930578,Model organism or animal,Not applicable,615067585,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,sra,fasta","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,King''s Creek,SRX4117768,Illumina HiSeq 2500,KC-40,37.3016 N 76.4226 W,KC-40,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-40,female,SRP092392,Not applicable,caudal fin
SRR7208902,Not applicable,WGS,assembly,202,838310302,PRJNA323589,SAMN05930581,Model organism or animal,Not applicable,501903120,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,bam,fasta","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",adult,King''s Creek,SRX4117767,Illumina HiSeq 2500,KC-43,37.3016 N 76.4226 W,KC-43,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-43,female,SRP092392,Not applicable,caudal fin
SRR7208903,Not applicable,WGS,assembly,202,1003326324,PRJNA323589,SAMN05930580,Model organism or animal,Not applicable,552122229,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,fasta,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,King''s Creek,SRX4117766,Illumina HiSeq 2500,KC-42,37.3016 N 76.4226 W,KC-42,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-42,female,SRP092392,Not applicable,caudal fin
SRR7208904,Not applicable,WGS,assembly,202,304551158,PRJNA323589,SAMN05930575,Model organism or animal,Not applicable,338519068,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,King''s Creek,SRX4117765,Illumina HiSeq 2500,KC-38,37.3016 N 76.4226 W,KC-38,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-38,female,SRP092392,Not applicable,caudal fin
SRR7208905,Not applicable,WGS,assembly,202,468617578,PRJNA323589,SAMN05930574,Model organism or animal,Not applicable,388082926,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,King''s Creek,SRX4117764,Illumina HiSeq 2500,KC-37,37.3016 N 76.4226 W,KC-37,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-37,female,SRP092392,Not applicable,caudal fin
SRR7208906,Not applicable,WGS,assembly,202,719621364,PRJNA323589,SAMN05930577,Model organism or animal,Not applicable,465798247,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,bam,fasta","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,King''s Creek,SRX4117763,Illumina HiSeq 2500,KC-3,37.3016 N 76.4226 W,KC-3,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-3,male,SRP092392,Not applicable,caudal fin
SRR7208907,Not applicable,WGS,assembly,202,872056018,PRJNA323589,SAMN05930576,Model organism or animal,Not applicable,511470548,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,sra,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,King''s Creek,SRX4117762,Illumina HiSeq 2500,KC-39,37.3016 N 76.4226 W,KC-39,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-39,female,SRP092392,Not applicable,caudal fin
SRR7208908,Not applicable,WGS,assembly,202,1020333108,PRJNA323589,SAMN05930661,Model organism or animal,Not applicable,548837216,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"bam,sra,fasta","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",adult,Newark,SRX4117761,Illumina HiSeq 2500,NYC-24,40.7006 N 74.1223 W,NYC-24,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-24,male,SRP092392,Not applicable,caudal fin
SRR7208909,Not applicable,WGS,assembly,202,839702082,PRJNA323589,SAMN05930660,Model organism or animal,Not applicable,491810493,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"sra,fasta,bam","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,Newark,SRX4117760,Illumina HiSeq 2500,NYC-23,40.7006 N 74.1223 W,NYC-23,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-23,female,SRP092392,Not applicable,caudal fin
SRR7208910,Not applicable,WGS,assembly,202,372053902,PRJNA323589,SAMN05930573,Model organism or animal,Not applicable,359856958,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,fasta,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,King''s Creek,SRX4117759,Illumina HiSeq 2500,KC-36,37.3016 N 76.4226 W,KC-36,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-36,female,SRP092392,Not applicable,caudal fin
SRR7208911,Not applicable,WGS,assembly,202,886400442,PRJNA323589,SAMN05930572,Model organism or animal,Not applicable,512348568,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,sra,fasta","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",adult,King''s Creek,SRX4117758,Illumina HiSeq 2500,KC-35,37.3016 N 76.4226 W,KC-35,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-35,female,SRP092392,Not applicable,caudal fin
SRR7208912,Not applicable,WGS,assembly,202,1109830016,PRJNA323589,SAMN05930654,Model organism or animal,Not applicable,573049006,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"bam,fasta,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",adult,Newark,SRX4117757,Illumina HiSeq 2500,NYC-17,40.7006 N 74.1223 W,NYC-17,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-17,female,SRP092392,Not applicable,caudal fin
SRR7208913,Not applicable,WGS,assembly,202,1171604646,PRJNA323589,SAMN05930655,Model organism or animal,Not applicable,592578611,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"sra,bam,fasta","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,Newark,SRX4117756,Illumina HiSeq 2500,NYC-18,40.7006 N 74.1223 W,NYC-18,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-18,male,SRP092392,Not applicable,caudal fin
SRR7208914,Not applicable,WGS,assembly,202,513863154,PRJNA323589,SAMN05930657,Model organism or animal,Not applicable,401238537,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"fasta,bam,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",adult,Newark,SRX4117755,Illumina HiSeq 2500,NYC-20,40.7006 N 74.1223 W,NYC-20,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-20,female,SRP092392,Not applicable,caudal fin
SRR7208915,Not applicable,WGS,assembly,202,577988660,PRJNA323589,SAMN05930664,Model organism or animal,Not applicable,417061177,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"sra,fasta,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,Newark,SRX4117754,Illumina HiSeq 2500,NYC-27,40.7006 N 74.1223 W,NYC-27,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-27,female,SRP092392,Not applicable,caudal fin
SRR7208916,Not applicable,WGS,assembly,202,758445158,PRJNA323589,SAMN05930653,Model organism or animal,Not applicable,474651496,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"sra,bam,fasta","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,Newark,SRX4117753,Illumina HiSeq 2500,NYC-16,40.7006 N 74.1223 W,NYC-16,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-16,male,SRP092392,Not applicable,caudal fin
SRR7208917,Not applicable,WGS,assembly,202,95532264,PRJNA323589,SAMN05930674,Model organism or animal,Not applicable,274900276,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"sra,bam,fasta","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",adult,Newark,SRX4117752,Illumina HiSeq 2500,NYC-42,40.7006 N 74.1223 W,NYC-42,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-42,female,SRP092392,Not applicable,caudal fin
SRR7208918,Not applicable,WGS,assembly,202,723228680,PRJNA323589,SAMN05930665,Model organism or animal,Not applicable,465438128,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"sra,fasta,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,Newark,SRX4117751,Illumina HiSeq 2500,NYC-28,40.7006 N 74.1223 W,NYC-28,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-28,female,SRP092392,Not applicable,caudal fin
SRR7208919,Not applicable,WGS,assembly,202,417246352,PRJNA323589,SAMN05930590,Model organism or animal,Not applicable,372957987,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,King''s Creek,SRX4117750,Illumina HiSeq 2500,KC-51,37.3016 N 76.4226 W,KC-51,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-51,female,SRP092392,Not applicable,caudal fin
SRR7208920,Not applicable,WGS,assembly,202,897805362,PRJNA323589,SAMN05930591,Model organism or animal,Not applicable,522179942,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,King''s Creek,SRX4117749,Illumina HiSeq 2500,KC-52,37.3016 N 76.4226 W,KC-52,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-52,female,SRP092392,Not applicable,caudal fin
SRR7208921,Not applicable,WGS,assembly,202,875332256,PRJNA323589,SAMN05930588,Model organism or animal,Not applicable,517185033,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,King''s Creek,SRX4117748,Illumina HiSeq 2500,KC-4,37.3016 N 76.4226 W,KC-4,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-4,male,SRP092392,Not applicable,caudal fin
SRR7208922,Not applicable,WGS,assembly,202,1053186994,PRJNA323589,SAMN05930589,Model organism or animal,Not applicable,568819543,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,bam,fasta","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,King''s Creek,SRX4117747,Illumina HiSeq 2500,KC-50,37.3016 N 76.4226 W,KC-50,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-50,female,SRP092392,Not applicable,caudal fin
SRR7208923,Not applicable,WGS,assembly,202,764648376,PRJNA323589,SAMN05930586,Model organism or animal,Not applicable,482371466,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,sra,fasta","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,King''s Creek,SRX4117746,Illumina HiSeq 2500,KC-48,37.3016 N 76.4226 W,KC-48,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-48,female,SRP092392,Not applicable,caudal fin
SRR7208924,Not applicable,WGS,assembly,202,1153421212,PRJNA323589,SAMN05930587,Model organism or animal,Not applicable,604432556,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,sra,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,King''s Creek,SRX4117745,Illumina HiSeq 2500,KC-49,37.3016 N 76.4226 W,KC-49,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-49,female,SRP092392,Not applicable,caudal fin
SRR7208925,Not applicable,WGS,assembly,202,517273318,PRJNA323589,SAMN05930584,Model organism or animal,Not applicable,407072061,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,sra,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,King''s Creek,SRX4117744,Illumina HiSeq 2500,KC-46,37.3016 N 76.4226 W,KC-46,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-46,female,SRP092392,Not applicable,caudal fin
SRR7208926,Not applicable,WGS,assembly,202,1181398818,PRJNA323589,SAMN05930585,Model organism or animal,Not applicable,610746160,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,bam,fasta","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",adult,King''s Creek,SRX4117743,Illumina HiSeq 2500,KC-47,37.3016 N 76.4226 W,KC-47,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-47,female,SRP092392,Not applicable,caudal fin
SRR7208927,Not applicable,WGS,assembly,202,978808574,PRJNA323589,SAMN05930582,Model organism or animal,Not applicable,540254650,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,fasta,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",adult,King''s Creek,SRX4117742,Illumina HiSeq 2500,KC-44,37.3016 N 76.4226 W,KC-44,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-44,female,SRP092392,Not applicable,caudal fin
SRR7208928,Not applicable,WGS,assembly,202,1119325228,PRJNA323589,SAMN05930583,Model organism or animal,Not applicable,589581129,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,bam,fasta","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,King''s Creek,SRX4117741,Illumina HiSeq 2500,KC-45,37.3016 N 76.4226 W,KC-45,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,KC-45,female,SRP092392,Not applicable,caudal fin
SRR7208929,Not applicable,WGS,assembly,202,332787930,PRJNA323589,SAMN05930675,Model organism or animal,Not applicable,346290409,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"fasta,sra,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",adult,Newark,SRX4117740,Illumina HiSeq 2500,NYC-43,40.7006 N 74.1223 W,NYC-43,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-43,male,SRP092392,Not applicable,caudal fin
SRR7208930,Not applicable,WGS,assembly,202,886244498,PRJNA323589,SAMN05930647,Model organism or animal,Not applicable,507276461,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"fasta,bam,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,Newark,SRX4117739,Illumina HiSeq 2500,NYC-10,40.7006 N 74.1223 W,NYC-10,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-10,female,SRP092392,Not applicable,caudal fin
SRR7208931,Not applicable,WGS,assembly,202,872804024,PRJNA323589,SAMN05930667,Model organism or animal,Not applicable,512444382,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"fasta,sra,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,Newark,SRX4117738,Illumina HiSeq 2500,NYC-30,40.7006 N 74.1223 W,NYC-30,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-30,male,SRP092392,Not applicable,caudal fin
SRR7208932,Not applicable,WGS,assembly,202,877563548,PRJNA323589,SAMN05930454,Model organism or animal,Not applicable,513921653,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,Elizabeth River,SRX4117737,Illumina HiSeq 2500,ER-11,36.8078 N 76.2945 W,ER-11,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-11,male,SRP092392,Not applicable,caudal fin
SRR7208933,Not applicable,WGS,assembly,202,803640234,PRJNA323589,SAMN05930666,Model organism or animal,Not applicable,484680985,"UNIVERSITY OF CALIFORNIA, DAVIS",01-Oct-2008,public,Not applicable,"fasta,sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,Newark,SRX4117736,Illumina HiSeq 2500,NYC-29,40.7006 N 74.1223 W,NYC-29,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,NYC-29,female,SRP092392,Not applicable,caudal fin
SRR7208934,Not applicable,WGS,assembly,202,1325719738,PRJNA323589,SAMN05930461,Model organism or animal,Not applicable,650543047,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,sra,fasta","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,Elizabeth River,SRX4117735,Illumina HiSeq 2500,ER-18,36.8078 N 76.2945 W,ER-18,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-18,male,SRP092392,Not applicable,caudal fin
SRR7208935,Not applicable,WGS,assembly,202,925141618,PRJNA323589,SAMN05930462,Model organism or animal,Not applicable,529043762,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,fasta,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,Elizabeth River,SRX4117734,Illumina HiSeq 2500,ER-19,36.8078 N 76.2945 W,ER-19,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-19,male,SRP092392,Not applicable,caudal fin
SRR7208936,Not applicable,WGS,assembly,202,1008648216,PRJNA323589,SAMN05930459,Model organism or animal,Not applicable,552624610,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,Elizabeth River,SRX4117733,Illumina HiSeq 2500,ER-16,36.8078 N 76.2945 W,ER-16,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-16,male,SRP092392,Not applicable,caudal fin
SRR7208937,Not applicable,WGS,assembly,202,625061124,PRJNA323589,SAMN05930460,Model organism or animal,Not applicable,433773398,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,sra,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,Elizabeth River,SRX4117732,Illumina HiSeq 2500,ER-17,36.8078 N 76.2945 W,ER-17,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-17,male,SRP092392,Not applicable,caudal fin
SRR7208938,Not applicable,WGS,assembly,202,567910880,PRJNA323589,SAMN05930457,Model organism or animal,Not applicable,421625457,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,fasta,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,Elizabeth River,SRX4117731,Illumina HiSeq 2500,ER-14,36.8078 N 76.2945 W,ER-14,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-14,male,SRP092392,Not applicable,caudal fin
SRR7208939,Not applicable,WGS,assembly,202,815485110,PRJNA323589,SAMN05930458,Model organism or animal,Not applicable,494631156,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"fasta,bam,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",adult,Elizabeth River,SRX4117730,Illumina HiSeq 2500,ER-15,36.8078 N 76.2945 W,ER-15,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-15,male,SRP092392,Not applicable,caudal fin
SRR7208940,Not applicable,WGS,assembly,202,880958562,PRJNA323589,SAMN05930455,Model organism or animal,Not applicable,511127656,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"bam,fasta,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",adult,Elizabeth River,SRX4117729,Illumina HiSeq 2500,ER-12,36.8078 N 76.2945 W,ER-12,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-12,male,SRP092392,Not applicable,caudal fin
SRR7208941,Not applicable,WGS,assembly,202,503731238,PRJNA323589,SAMN05930456,Model organism or animal,Not applicable,400363536,"UNIVERSITY OF CALIFORNIA, DAVIS",20-May-2009,public,Not applicable,"sra,bam,fasta","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",adult,Elizabeth River,SRX4117728,Illumina HiSeq 2500,ER-13,36.8078 N 76.2945 W,ER-13,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,ER-13,male,SRP092392,Not applicable,caudal fin
SRR7208942,Not applicable,WGS,assembly,202,1029174042,PRJNA323589,SAMN05930737,Model organism or animal,Not applicable,551901423,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,bam,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,Sandy Hook,SRX4117727,Illumina HiSeq 2500,SH-6,40.4687 N 74.0113 W,SH-6,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-6,male,SRP092392,Not applicable,caudal fin
SRR7208943,Not applicable,WGS,assembly,202,456127716,PRJNA323589,SAMN05930736,Model organism or animal,Not applicable,383755988,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,Sandy Hook,SRX4117726,Illumina HiSeq 2500,SH-5,40.4687 N 74.0113 W,SH-5,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-5,male,SRP092392,Not applicable,caudal fin
SRR7208944,Not applicable,WGS,assembly,202,76685058,PRJNA323589,SAMN05930739,Model organism or animal,Not applicable,267450227,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,sra,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,Sandy Hook,SRX4117725,Illumina HiSeq 2500,SH-8,40.4687 N 74.0113 W,SH-8,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-8,male,SRP092392,Not applicable,caudal fin
SRR7208945,Not applicable,WGS,assembly,202,325189498,PRJNA323589,SAMN05930738,Model organism or animal,Not applicable,343994016,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,Sandy Hook,SRX4117724,Illumina HiSeq 2500,SH-7,40.4687 N 74.0113 W,SH-7,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-7,male,SRP092392,Not applicable,caudal fin
SRR7208946,Not applicable,WGS,assembly,202,1021180094,PRJNA323589,SAMN05930733,Model organism or animal,Not applicable,549101561,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,bam,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,Sandy Hook,SRX4117723,Illumina HiSeq 2500,SH-41,40.4687 N 74.0113 W,SH-41,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-41,female,SRP092392,Not applicable,caudal fin
SRR7208947,Not applicable,WGS,assembly,202,846901564,PRJNA323589,SAMN05930732,Model organism or animal,Not applicable,498816853,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,Sandy Hook,SRX4117722,Illumina HiSeq 2500,SH-40,40.4687 N 74.0113 W,SH-40,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-31T00:00:00Z,SH-40,female,SRP092392,Not applicable,caudal fin
